104,https://api.github.com/repos/leon/play-salat,947,play-salat,MongoDB / Salat plugin for Play 2,Scala,4/10/2012 9:01,\N,0,10/28/2015 8:14
105,https://api.github.com/repos/bnoordhuis/libuv,963,libuv,"personal fork, https://github.com/joyent/libuv is where you want to be",C,6/13/2011 17:12,74,0,10/16/2015 21:34
106,https://api.github.com/repos/oftc/libuv,971,libuv,platform layer for node.js,C,7/9/2012 12:56,74,0,10/31/2015 20:53
107,https://api.github.com/repos/shepheb/jotto,981,jotto,"Webapp for the game Jotto using AngularJs, Node.js, Socket.io and PhoneGap.",JavaScript,7/13/2012 21:07,\N,0,11/3/2015 21:16
108,https://api.github.com/repos/racker/virgo,982,virgo,,Lua,7/12/2011 4:25,\N,1,0000-00-00 00:00:00
109,https://api.github.com/repos/incuna/django-extensible-profiles,985,django-extensible-profiles,Extensible profiles,Python,2/3/2012 8:58,\N,1,0000-00-00 00:00:00
110,https://api.github.com/repos/redaemn/angular-seed,993,angular-seed,Seed project for angular apps. ,JavaScript,5/19/2012 6:30,100,0,11/2/2015 14:21
112,https://api.github.com/repos/ZorGleH/try_git,1013,try_git,\N,\N,8/1/2012 18:21,\N,0,11/6/2015 14:29
114,https://api.github.com/repos/madrobby/zepto,1019,zepto,"Zepto.js is a minimalist JavaScript library for modern browsers, with a jQuery-compatible API",JavaScript,9/20/2010 5:57,\N,0,10/29/2015 3:26
115,https://api.github.com/repos/ochameau/addon-sdk,1023,addon-sdk,The Add-on SDK repository.,Python,11/29/2010 13:17,127,0,10/31/2015 20:10
116,https://api.github.com/repos/brandonwamboldt/utilphp,1024,utilphp,"util.php is a collection of useful functions and snippets that you need or could use every day, designed to avoid conflicts with existing projects",PHP,7/24/2012 22:11,\N,0,10/17/2015 1:30
117,https://api.github.com/repos/openSUSE/landing-page,1047,landing-page,opensuse.org landing page,JavaScript,11/15/2011 12:16,\N,0,11/1/2015 1:24
118,https://api.github.com/repos/ryanb/cancan,1063,cancan,Authorization Gem for Ruby on Rails.,Ruby,11/17/2009 0:04,\N,0,11/3/2015 6:32
119,https://api.github.com/repos/fudgefr/pyctozor,1080,pyctozor,Easy to use CLI for picture classification,Python,8/1/2012 17:00,\N,0,10/22/2015 17:09
120,https://api.github.com/repos/marguerite/landing-page,1093,landing-page,opensuse.org landing page,JavaScript,8/2/2012 12:58,117,1,0000-00-00 00:00:00
121,https://api.github.com/repos/propelorm/propelorm.github.com,1104,propelorm.github.com,The Propel documentation.,JavaScript,8/22/2011 21:39,\N,0,11/2/2015 1:07
122,https://api.github.com/repos/asiermarques/utilphp,1059,utilphp,"util.php is a collection of useful functions and snippets that you need or could use every day, designed to avoid conflicts with existing projects",PHP,8/2/2012 12:58,116,1,0000-00-00 00:00:00
123,https://api.github.com/repos/WindowsAzure-Toolkits/wa-toolkit-maccloudconfigutility,1133,wa-toolkit-maccloudconfigutility,This repo houses the OSX Cloud Config Utility which allows easy configuration of a Cloud Ready Package.,Objective-C,5/24/2012 16:23,\N,0,11/5/2015 18:02
124,https://api.github.com/repos/chapuni/llvm-project-submodule,67,llvm-project-submodule,,\N,11/15/2011 1:09,\N,0,10/17/2015 20:25
125,https://api.github.com/repos/abudel/wa-toolkit-maccloudconfigutility,1137,wa-toolkit-maccloudconfigutility,This repo houses the OSX Cloud Config Utility which allows easy configuration of a Cloud Ready Package.,Objective-C,8/2/2012 12:59,123,1,0000-00-00 00:00:00
127,https://api.github.com/repos/mozilla/addon-sdk,1146,addon-sdk,The Add-on SDK repository.,Python,6/29/2010 22:38,\N,0,10/30/2015 17:08
128,https://api.github.com/repos/tias/xinput_calibrator,1159,xinput_calibrator,A generic touchscreen calibration program for X.Org,C++,12/26/2009 15:45,\N,0,11/4/2015 21:22
129,https://api.github.com/repos/genemu/GenemuFormBundle,1162,GenemuFormBundle,"Extra Form : Captcha GD, Tinymce, Recaptcha, JQueryDate, JQueryAutocomplete, JQuerySlider, JQueryFile, JQueryImage",PHP,8/10/2011 7:16,\N,0,10/23/2015 0:37
130,https://api.github.com/repos/phihag/xinput_calibrator,1163,xinput_calibrator,A generic touchscreen calibration program for X.Org,C++,8/2/2012 12:59,128,0,11/1/2015 14:27
131,https://api.github.com/repos/ZER0/addon-sdk,1149,addon-sdk,The Add-on SDK repository.,JavaScript,4/7/2011 17:58,127,0,11/6/2015 11:03
134,https://api.github.com/repos/ntpl/ntpl,1166,ntpl,ntpl,Python,7/27/2012 18:34,\N,0,10/31/2015 18:06
135,https://api.github.com/repos/jasonlarkin/ntpl,1167,ntpl,ntpl,Python,8/1/2012 16:50,134,0,10/25/2015 16:03
136,https://api.github.com/repos/Gozala/addon-sdk,1145,addon-sdk,The Add-on SDK repository.,Python,10/8/2010 8:06,127,0,10/23/2015 11:44
137,https://api.github.com/repos/gemacjr/jump.ios,1170,jump.ios,created for Nathan Ramsey on 7/13/12,Objective-C,8/1/2012 18:33,98,0,10/23/2015 0:25
138,https://api.github.com/repos/janrain/engage.iphone,891,engage.iphone,,Objective-C,9/14/2010 20:04,\N,0,10/25/2015 14:32
139,https://api.github.com/repos/vbardales/propelorm.github.com,1174,propelorm.github.com,The Propel documentation.,JavaScript,8/2/2012 12:59,121,1,0000-00-00 00:00:00
140,https://api.github.com/repos/FabienSalles/GenemuFormBundle,1173,GenemuFormBundle,Add widget of GenemuFormbundle,PHP,8/2/2012 12:59,129,1,0000-00-00 00:00:00
142,https://api.github.com/repos/opscode-cookbooks/cron,1177,cron,Development repository for Opscode Cookbook cron,Ruby,3/14/2012 17:12,\N,0,11/1/2015 1:41
143,https://api.github.com/repos/meineerde/cron,1179,cron,Development repository for Opscode Cookbook cron,Ruby,8/2/2012 12:59,142,0,10/29/2015 22:30
144,https://api.github.com/repos/bamarni/GenemuFormBundle,1182,GenemuFormBundle,"Extra Form : Captcha GD, Tinymce, Recaptcha, JQueryDate, JQueryAutocomplete, JQuerySlider, JQueryFile, JQueryImage",PHP,2/18/2012 19:59,129,0,10/16/2015 5:23
145,https://api.github.com/repos/Wiakowe/GenemuFormBundle,1189,GenemuFormBundle,"Extra Form : Captcha GD, Tinymce, Recaptcha, JQueryDate, JQueryAutocomplete, JQuerySlider, JQueryFile, JQueryImage",PHP,7/20/2012 9:27,129,0,11/5/2015 16:46
146,https://api.github.com/repos/mobify/mobifyjs,1193,mobifyjs,Mobify Adaptation Framework,JavaScript,6/1/2012 19:45,\N,0,10/30/2015 12:55
147,https://api.github.com/repos/JakeWharton/ActionBarSherlock,896,ActionBarSherlock,Library for implementing the action bar design pattern using the native action bar on Android 4.0+ and a custom implementation on pre-4.0 through a single API and theme.,Java,3/7/2011 16:28,\N,0,10/25/2015 11:45
148,https://api.github.com/repos/larseeri/Theano,1244,Theano,Optimizing GPU-meta-programming code generating array oriented optimizing math compiler in Python,Python,5/4/2012 13:30,1799,0,10/28/2015 3:37
149,https://api.github.com/repos/substack/node-mkdirp,1199,node-mkdirp,"Recursively mkdir, like `mkdir -p`, but in node.js",JavaScript,1/6/2011 1:54,\N,0,11/4/2015 10:15
150,https://api.github.com/repos/indutny/light.tracker,969,light.tracker,Light torrent tracker,JavaScript,11/22/2010 9:24,\N,1,0000-00-00 00:00:00
151,https://api.github.com/repos/motiooon/node-mkdirp,1325,node-mkdirp,"Recursively mkdir, like `mkdir -p`, but in node.js",JavaScript,8/2/2012 12:59,149,0,10/30/2015 16:39
152,https://api.github.com/repos/delallea/Theano,1333,Theano,My own fork of Theano,Python,8/15/2011 11:33,1799,0,10/19/2015 14:00
153,https://api.github.com/repos/jave/zen-mode,1365,zen-mode,remove/restore Emacs frame distractions quickly,Emacs Lisp,12/24/2010 16:45,\N,0,10/25/2015 16:59
154,https://api.github.com/repos/pank/zen-mode,1493,zen-mode,remove/restore Emacs frame distractions quickly,Emacs Lisp,8/2/2012 13:00,153,1,0000-00-00 00:00:00
155,https://api.github.com/repos/hypomodern/jquery-oembed,1498,jquery-oembed,github mirror of the jquery-oembed project on google code,JavaScript,7/2/2011 20:37,\N,0,10/24/2015 15:50
156,https://api.github.com/repos/koleksiuk/koleksiuk.github.com,1501,koleksiuk.github.com,,Ruby,8/1/2012 17:11,\N,1,0000-00-00 00:00:00
